Key,Value
4,"1. Room
2. Dylan
3. Joseph
4. Eli
5. Elizabeth

What do you like to do in your free time, Elizabeth?"
0,"1. Room
2. Mia
3. Mason

What type of furniture is in the room?"
1,"1. Room
2. Mia
3. Mason

What hobbies does Mia have?"
2,"1. Room
2. Mia
3. Mason

What does Mason do for work?"
0,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What type of furniture is in the room?"
1,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What hobbies does Abigail enjoy?"
2,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What is Evelyn's most treasured possession?"
3,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What interests does Evan have?"
4,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What kind of music does Benjamin like to listen to?"
5,"1. Room
2. Abigail
3. Evelyn
4. Evan
5. Benjamin
6. Audrey

What is Audrey's favorite hobby?"
0,"1. Room
2. Liam
3. Gabriel
4. Isaac

What type of lighting does the room have?"
1,"1. Room
2. Liam
3. Gabriel
4. Isaac

What is Liam's favorite hobby?"
2,"1. Room
2. Liam
3. Gabriel
4. Isaac

What can you tell me about your experience working with Gabriel?"
3,"1. Room
2. Liam
3. Gabriel
4. Isaac

What is Isaac's favorite hobby?"
0,"1. Room
2. Bella
3. Maya
4. Scarlett

What type of windows are in this room?"
1,"1. Room
2. Bella
3. Maya
4. Scarlett

What hobbies does Bella enjoy?"
2,"1. Room
2. Bella
3. Maya
4. Scarlett

Are you related to anyone else here in this room, Maya?"
3,"1. Room
2. Bella
3. Maya
4. Scarlett

What are Scarlett's hobbies?"
0,"1. Room
2. Gabriel
3. Emma
4. Audrey
5. Ethan

Do the walls have insulation?"
1,"1. Room
2. Gabriel
3. Emma
4. Audrey
5. Ethan

What does Gabriel do for a living?"
2,"1. Room
2. Gabriel
3. Emma
4. Audrey
5. Ethan

What is Emma's favorite hobby?"
3,"1. Room
2. Gabriel
3. Emma
4. Audrey
5. Ethan

What kind of work does Audrey do?"
4,"1. Room
2. Gabriel
3. Emma
4. Audrey
5. Ethan

What is Ethan's favorite hobby?"
0,"1. Room
2. Adam
3. Benjamin
4. Scarlett
5. Nathan

What type of furniture is in the room?"
1,"1. Room
2. Adam
3. Benjamin
4. Scarlett
5. Nathan

What hobbies does Adam enjoy?"
2,"1. Room
2. Adam
3. Benjamin
4. Scarlett
5. Nathan

What do you think of Benjamin's contribution to this project?"
3,"1. Room
2. Adam
3. Benjamin
4. Scarlett
5. Nathan

What is Scarlett's favorite hobby?"
4,"1. Room
2. Adam
3. Benjamin
4. Scarlett
5. Nathan

What does Nathan do for a living?"
0,"1. Room
2. Zoe
3. Alexander
4. Matthew

What color are the walls?"
1,"1. Room
2. Zoe
3. Alexander
4. Matthew

What is Zoe's favorite hobby?"
2,"1. Room
2. Zoe
3. Alexander
4. Matthew

What does Alexander like to do in his free time?"
3,"1. Room
2. Zoe
3. Alexander
4. Matthew

""What hobbies does Matthew enjoy?"""
0,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What are the main colors in the room?"
1,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What does Zoe like to do in her spare time?"
2,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What is Samuel's background?"
3,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What does Henry do for a living?"
4,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What is Isaac's favorite hobby?"
5,"1. Room
2. Zoe
3. Samuel
4. Henry
5. Isaac
6. Layla

What activities does Layla enjoy doing in her spare time?"
0,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

Is there an extra outlet available near my desk?"
1,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

What is Oliver's favorite hobby?"
2,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

What type of hobbies does Paisley enjoy?"
3,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

What does Ethan do for a living?"
4,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

What does Sofia like to do in her free time?"
5,"1. Room
2. Oliver
3. Paisley
4. Ethan
5. Sofia
6. Owen

Where is Owen from?"
0,"1. Room
2. Riley
3. Aiden
4. Sophia

What is the square footage of this room?"
1,"1. Room
2. Riley
3. Aiden
4. Sophia

""What is your favorite thing about Riley?"""
2,"1. Room
2. Riley
3. Aiden
4. Sophia

What is Aiden's favorite hobby?"
3,"1. Room
2. Riley
3. Aiden
4. Sophia

What is your favorite thing about Sophia?"
0,"1. Room
2. Wyatt
3. Sophia
4. Eli

What color is the paint on the walls?"
1,"1. Room
2. Wyatt
3. Sophia
4. Eli

What does Wyatt think about the topic we are discussing?"
2,"1. Room
2. Wyatt
3. Sophia
4. Eli

What does Sophia think about the topic being discussed in the room?"
3,"1. Room
2. Wyatt
3. Sophia
4. Eli

""What did Eli think about the discussion we just had?"""
0,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

What type of furniture is in this room?"
1,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

Are you new to the area, Zoe?"
2,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

What is Jack's favorite hobby?"
3,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

What does Abigail like to do for fun?"
4,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

""What are your hobbies, Layla?"""
5,"1. Room
2. Zoe
3. Jack
4. Abigail
5. Layla
6. Harper

What interests does Harper have?"
0,"1. Room
2. Jack
3. Gabriel

Is there a window in the room?"
1,"1. Room
2. Jack
3. Gabriel

What is Jack's favorite hobby?"
2,"1. Room
2. Jack
3. Gabriel

What is Gabriel's favorite hobby?"
0,"1. Room
2. Audrey
3. Logan
4. Isaac
5. Benjamin

What is the temperature of the room?"
1,"1. Room
2. Audrey
3. Logan
4. Isaac
5. Benjamin

What is the favorite thing Audrey does in her spare time?"
2,"1. Room
2. Audrey
3. Logan
4. Isaac
5. Benjamin

What music does Logan like to listen to?"
3,"1. Room
2. Audrey
3. Logan
4. Isaac
5. Benjamin

What is Isaac's favorite hobby?"
4,"1. Room
2. Audrey
3. Logan
4. Isaac
5. Benjamin

What is Benjamin's favorite hobby?"
0,"1. Room
2. Elijah
3. Evelyn
4. Maya

What type of lighting is in this room?"
1,"1. Room
2. Elijah
3. Evelyn
4. Maya

What does Elijah do in this room?"
2,"1. Room
2. Elijah
3. Evelyn
4. Maya

What is Evelyn's most treasured possession?"
3,"1. Room
2. Elijah
3. Evelyn
4. Maya

What is Maya's favorite hobby?"
0,"1. Room
2. Daniel
3. Grace

Do you have a fire extinguisher in the room?"
1,"1. Room
2. Daniel
3. Grace

What is Daniel's favorite hobby?"
2,"1. Room
2. Daniel
3. Grace

How long have you known Grace?"
0,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

What is the temperature in the room?"
1,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

What is Daniel's favorite hobby?"
2,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

What is Maya's favorite activity?"
3,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

What is Natalie's favorite hobby?"
4,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

Do you know Dylan well?"
5,"1. Room
2. Daniel
3. Maya
4. Natalie
5. Dylan
6. Ava

What is Ava's favorite hobby?"
0,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What type of furniture is in this room?"
1,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What is Jack's favorite hobby?"
2,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What is Ariana's opinion on the topic we are discussing?"
3,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What do you like to do in your spare time, Hunter?"
4,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What is Samuel's favorite hobby?"
5,"1. Room
2. Jack
3. Ariana
4. Hunter
5. Samuel
6. Natalie

What interests does Natalie have?"
0,"1. Room
2. Landon
3. Evan
4. Daniel

What is the temperature in the room?"
1,"1. Room
2. Landon
3. Evan
4. Daniel

""What topics does Landon seem to be most interested in discussing?"""
2,"1. Room
2. Landon
3. Evan
4. Daniel

""How long have you known Evan?"""
3,"1. Room
2. Landon
3. Evan
4. Daniel

What is Daniel's favorite hobby?"
0,"1. Room
2. Nova
3. Victoria
4. Ethan

What color are the walls?"
1,"1. Room
2. Nova
3. Victoria
4. Ethan

What is your favorite thing about being in this room, Nova?"
2,"1. Room
2. Nova
3. Victoria
4. Ethan

""What do you like to do in your free time, Victoria?"""
3,"1. Room
2. Nova
3. Victoria
4. Ethan

What is Ethan's favorite hobby?"
0,"1. Room
2. Savannah
3. Abigail

What type of furniture is in this room?"
1,"1. Room
2. Savannah
3. Abigail

Do you know how long Savannah has been in the room?"
2,"1. Room
2. Savannah
3. Abigail

""How long have you known Abigail?"""
0,"1. Room
2. Aaron
3. Mia
4. Christopher
5. Charlotte

What kind of artwork adorns the walls?"
1,"1. Room
2. Aaron
3. Mia
4. Christopher
5. Charlotte

""What is something that Aaron likes to do for fun?"""
2,"1. Room
2. Aaron
3. Mia
4. Christopher
5. Charlotte

What hobbies does Mia have?"
3,"1. Room
2. Aaron
3. Mia
4. Christopher
5. Charlotte

What was Christopher's role in this project?"
4,"1. Room
2. Aaron
3. Mia
4. Christopher
5. Charlotte

What interests does Charlotte have?"
0,"1. Room
2. Thomas
3. Nathan
4. Ellie
5. Riley

What color is the carpet?"
1,"1. Room
2. Thomas
3. Nathan
4. Ellie
5. Riley

What is Thomas's favorite hobby?"
2,"1. Room
2. Thomas
3. Nathan
4. Ellie
5. Riley

What does Nathan do for a living?"
3,"1. Room
2. Thomas
3. Nathan
4. Ellie
5. Riley

What kind of hobbies does Ellie like to do in her spare time?"
4,"1. Room
2. Thomas
3. Nathan
4. Ellie
5. Riley

What does Riley think of the topic we are discussing?"
0,"1. Room
2. Mia
3. Benjamin
4. Jonathan
5. Olivia

What objects or pieces of furniture are in the room?"
1,"1. Room
2. Mia
3. Benjamin
4. Jonathan
5. Olivia

What sort of music does Mia like to listen to?"
2,"1. Room
2. Mia
3. Benjamin
4. Jonathan
5. Olivia

What do you think of Benjamin's contribution to this project?"
3,"1. Room
2. Mia
3. Benjamin
4. Jonathan
5. Olivia

What hobbies does Jonathan enjoy doing?"
4,"1. Room
2. Mia
3. Benjamin
4. Jonathan
5. Olivia

What is Olivia's favorite color?"
0,"1. Room
2. Landon
3. Ariana
4. Jonathan

What are the dimensions of the room?"
1,"1. Room
2. Landon
3. Ariana
4. Jonathan

""What topics does Landon seem to be most interested in discussing?"""
2,"1. Room
2. Landon
3. Ariana
4. Jonathan

What are Ariana's interests/hobbies?"
3,"1. Room
2. Landon
3. Ariana
4. Jonathan

What hobbies does Jonathan enjoy doing?"
0,"1. Room
2. Benjamin
3. Henry

What is the square footage of this room?"
1,"1. Room
2. Benjamin
3. Henry

What are Benjamin's hobbies?"
2,"1. Room
2. Benjamin
3. Henry

What does Henry do for a living?"
0,"1. Room
2. Noah
3. Aaron

What color are the walls?"
1,"1. Room
2. Noah
3. Aaron

""What do you like to do in your free time, Noah?"""
2,"1. Room
2. Noah
3. Aaron

What is Aaron's favorite hobby?"
0,"1. Room
2. Mia
3. Tyler

What is the temperature in the room?"
1,"1. Room
2. Mia
3. Tyler

What does Mia like to do for fun?"
2,"1. Room
2. Mia
3. Tyler

What does Tyler do for a living?"
0,"1. Room
2. Emma
3. Penelope
4. Avery
5. Audrey

What is the temperature in this room?"
1,"1. Room
2. Emma
3. Penelope
4. Avery
5. Audrey

What kind of work does Emma do?"
2,"1. Room
2. Emma
3. Penelope
4. Avery
5. Audrey

What does Penelope do for a living?"
3,"1. Room
2. Emma
3. Penelope
4. Avery
5. Audrey

Are you related to anyone else in this room, Avery?"
4,"1. Room
2. Emma
3. Penelope
4. Avery
5. Audrey

What is your favorite hobby, Audrey?"
0,"1. Room
2. Oliver
3. James
4. Layla

What are the dimensions of the room?"
1,"1. Room
2. Oliver
3. James
4. Layla

What is Oliver's favorite hobby?"
2,"1. Room
2. Oliver
3. James
4. Layla

What is James's favorite hobby?"
3,"1. Room
2. Oliver
3. James
4. Layla

What does Layla do for a living?"
0,"1. Room
2. Victoria
3. Owen
4. Liam

Do any of the windows open?"
1,"1. Room
2. Victoria
3. Owen
4. Liam

What does Victoria do for a living?"
2,"1. Room
2. Victoria
3. Owen
4. Liam

What are Owen's interests and hobbies?"
3,"1. Room
2. Victoria
3. Owen
4. Liam

What does Liam do for a living?"
0,"1. Room
2. Emilia
3. David

What is the temperature in this room?"
1,"1. Room
2. Emilia
3. David

Do you know Emilia well?"
2,"1. Room
2. Emilia
3. David

What brings David to this room today?"
0,"1. Room
2. Samuel
3. Sophia
4. Connor
5. Elijah

What is the temperature in this room?"
1,"1. Room
2. Samuel
3. Sophia
4. Connor
5. Elijah

What is Samuel's background?"
2,"1. Room
2. Samuel
3. Sophia
4. Connor
5. Elijah

What does Sophia like to do in her free time?"
3,"1. Room
2. Samuel
3. Sophia
4. Connor
5. Elijah

What is Connor's favorite hobby?"
4,"1. Room
2. Samuel
3. Sophia
4. Connor
5. Elijah

Do you know Elijah?"
0,"1. Room
2. Nathan
3. Natalie
4. John

What type of furniture is in the room?"
1,"1. Room
2. Nathan
3. Natalie
4. John

What does Nathan do for a living?"
2,"1. Room
2. Nathan
3. Natalie
4. John

What is Natalie's favorite hobby?"
3,"1. Room
2. Nathan
3. Natalie
4. John

What does John do for a living?"
0,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

What type of lighting is in this room?"
1,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

Is Logan interested in joining any activities in the room?"
2,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

What is Brooklyn's favorite drink?"
3,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

What is Nathan's favorite hobby?"
4,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

Where is Jackson from?"
5,"1. Room
2. Logan
3. Brooklyn
4. Nathan
5. Jackson
6. Hannah

What do you like to do in your spare time, Hannah?"
0,"1. Room
2. Elizabeth
3. Christopher
4. Ethan
5. Nova

What type of flooring is in this room?"
1,"1. Room
2. Elizabeth
3. Christopher
4. Ethan
5. Nova

What is Elizabeth's favorite hobby?"
2,"1. Room
2. Elizabeth
3. Christopher
4. Ethan
5. Nova

What does Christopher do for a living?"
3,"1. Room
2. Elizabeth
3. Christopher
4. Ethan
5. Nova

What is Ethan's favorite hobby?"
4,"1. Room
2. Elizabeth
3. Christopher
4. Ethan
5. Nova

What is Nova's favorite hobby?"
0,"1. Room
2. Nicholas
3. Samuel
4. Zoe

What type of furniture is in this room?"
1,"1. Room
2. Nicholas
3. Samuel
4. Zoe

What does Nicholas like to do in his free time?"
2,"1. Room
2. Nicholas
3. Samuel
4. Zoe

What does Samuel do for a living?"
3,"1. Room
2. Nicholas
3. Samuel
4. Zoe

What does Zoe like to do in her spare time?"
0,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

What furnishings do you have in this room?"
1,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

What is the name of Amelia's favorite book?"
2,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

What is Jack's favorite hobby?"
3,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

""What did Eli think of the presentation we just saw?"""
4,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

What kind of experience does Lillian have?"
5,"1. Room
2. Amelia
3. Jack
4. Eli
5. Lillian
6. Claire

What is Claire's favorite hobby?"
0,"1. Room
2. Liam
3. Victoria
4. Ava
5. Noah

What is the temperature of the room?"
1,"1. Room
2. Liam
3. Victoria
4. Ava
5. Noah

""What does Liam like to do in his free time?"""
2,"1. Room
2. Liam
3. Victoria
4. Ava
5. Noah

What is Victoria's favorite hobby?"
3,"1. Room
2. Liam
3. Victoria
4. Ava
5. Noah

What are Ava's hobbies?"
4,"1. Room
2. Liam
3. Victoria
4. Ava
5. Noah

What does Noah like to do in his free time?"
0,"1. Room
2. Evan
3. Tyler
4. Daniel
5. Brooklyn

What is the temperature in the room?"
1,"1. Room
2. Evan
3. Tyler
4. Daniel
5. Brooklyn

What has been the most interesting experience that Evan has had recently?"
2,"1. Room
2. Evan
3. Tyler
4. Daniel
5. Brooklyn

What does Tyler do for a living?"
3,"1. Room
2. Evan
3. Tyler
4. Daniel
5. Brooklyn

What did Daniel study in college?"
4,"1. Room
2. Evan
3. Tyler
4. Daniel
5. Brooklyn

""Can you tell me something about Brooklyn's interests or hobbies?"""
0,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What design details make this room unique?"
1,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What brought Mason to this room today?"
2,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What is Joshua's favorite hobby?"
3,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What is Harper's favorite type of music?"
4,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What do you think about Layla's personality traits?"
5,"1. Room
2. Mason
3. Joshua
4. Harper
5. Layla
6. Ava

What would you like to know about Ava in this room?"
0,"1. Room
2. Nova
3. Andrew
4. Gabriella

What is the temperature in the room?"
1,"1. Room
2. Nova
3. Andrew
4. Gabriella

What are Nova's hobbies?"
2,"1. Room
2. Nova
3. Andrew
4. Gabriella

What kind of work does Andrew do?"
3,"1. Room
2. Nova
3. Andrew
4. Gabriella

What kind of things does Gabriella like to do in her free time?"
0,"1. Room
2. Mason
3. Aria
4. Connor
5. Isabella

What color are the walls?"
1,"1. Room
2. Mason
3. Aria
4. Connor
5. Isabella

What does Mason do for work?"
2,"1. Room
2. Mason
3. Aria
4. Connor
5. Isabella

What type of music does Aria like?"
3,"1. Room
2. Mason
3. Aria
4. Connor
5. Isabella

What is Connor's favorite hobby?"
4,"1. Room
2. Mason
3. Aria
4. Connor
5. Isabella

""What do you and Isabella have in common?"""
0,"1. Room
2. Elijah
3. Jordan

What is the temperature of the room?"
1,"1. Room
2. Elijah
3. Jordan

Do you know Elijah?"
2,"1. Room
2. Elijah
3. Jordan

What interests does Jordan have?"
0,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

What is the temperature in the room?"
1,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

What kind of things is Evelyn interested in?"
2,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

What is Henry's favorite hobby?"
3,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

Do you know how long Gabriella has worked in this room?"
4,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

What is Owen's favorite hobby?"
5,"1. Room
2. Evelyn
3. Henry
4. Gabriella
5. Owen
6. Joseph

What does Joseph do for a living?"
0,"1. Room
2. James
3. Leah
4. Hannah

What type of flooring does this room have?"
1,"1. Room
2. James
3. Leah
4. Hannah

What is James's favorite hobby?"
2,"1. Room
2. James
3. Leah
4. Hannah

What is Leah's favorite hobby?"
3,"1. Room
2. James
3. Leah
4. Hannah

What do you like to do in your spare time, Hannah?"
0,"1. Room
2. Elijah
3. Connor
4. Audrey

Do you have a window?"
1,"1. Room
2. Elijah
3. Connor
4. Audrey

What does Elijah think about the topic we're discussing?"
2,"1. Room
2. Elijah
3. Connor
4. Audrey

What is Connor's favorite hobby?"
3,"1. Room
2. Elijah
3. Connor
4. Audrey

What language is Audrey most comfortable speaking?"
0,"1. Room
2. Grace
3. Mia
4. Gabriella
5. Savannah

What color is the carpet in this room?"
1,"1. Room
2. Grace
3. Mia
4. Gabriella
5. Savannah

What do you find interesting about Grace?"
2,"1. Room
2. Grace
3. Mia
4. Gabriella
5. Savannah

What does Mia like to do for fun?"
3,"1. Room
2. Grace
3. Mia
4. Gabriella
5. Savannah

Do you know how long Gabriella has worked in this room?"
4,"1. Room
2. Grace
3. Mia
4. Gabriella
5. Savannah

What does Savannah think about the topic we are discussing?"
0,"1. Room
2. Landon
3. Isaac
4. Cameron
5. Wyatt

What furniture is in this room?"
1,"1. Room
2. Landon
3. Isaac
4. Cameron
5. Wyatt

What is Landon's favorite color?"
