sentences,labels
I go to the near music festival. ,4
I tour to a closeby international film showcase.,4
Who owns this room?,0
What color is the wall?,0
Who else has been in this room?,0
Is this a public room or private?,0
What decorations are on the walls?,0
Is this the biggest room in the building?,0
Who is the oldest person in the room?,0
Are there any windows in this room?,0
What type of floor coverings are in this room?,0
Are all of the lights in this room working?,0
Is there a comfortable place to sit in this room?,0
Is the temperature in this room comfortable?,0
Are there any rugs or carpets in this room?,0
What kind of artwork is in this room?,0
Are all of the outlets working in this room?,0
Is this a child-friendly room?,0
How long have you been living in this room?,0
Are there any hidden compartments in this room?,0
Who has access to this room?,0
Are there any security devices in this room?,0
Are the walls sound proofed in this room?,0
Any electronic devices in this room?,0
Is this room soundproofed?,0
What is the main function of this room?,0
Does this room have internet access?,0
Is there any furniture missing from this room?,0
How long has this room been in use?,0
What type of light fixtures are in this room?,0
How often do you clean this room?,0
Is there a fire alarm in this room?,0
Does this room get a lot of natural light?,0
How crowded is this room?,0
Are there any curtains or blinds in this room?,0
Are there any fire safety measures in this room?,0
Are there any doors in this room?,0
Is there any kind of audio system or speakers in this room?,0
Does this room have an intercom or intercom system?,0
Are there any special rules or regulations for using this room?,0
Is this room sound-proofed?,0
Is this room accessible for people with disabilities?,0
Does this room have a sink or any other type of sink?,0
Does this room have a fireplace?,0
Is there a safe in this room?,0
What other items are in this room?,0
Is there a refrigerator or other kitchen appliance in this room?,0
Are there any bookshelves in this room?,0
Does this room have a ceiling fan?,0
Who decorated this room?,0
What color did they paint the room?,0
Are there any toys or games in this room?,0
How often do you update this room?,0
Is the room wired for internet access?,0
Who are the occupants in this room?,0
Is anyone in this room sick?,0
Are any of the occupants in this room allergic to anything?,0
Do the occupants in this room need any assistance?,0
Is this room used for any special events or meetings?,0
Is there a beverage station in this room?,0
What type of ventilation is in this room?,0
What type of ceiling is in this room?,0
Is there a window view in this room?,0
Is there an escape route in case of an emergency in this room?,0
Are there any security cameras or security systems in this room?,0
Is this room infrared accessible?,0
Is there any surveillance in this room?,0
What kind of air circulation is in this room?,0
Are there any fire extinguishers in this room?,0
Are the exits clearly marked in this room?,0
Are there any fire alarms in this room?,0
Is there a first aid kit in this room?,0
Are the doors in this room locked?,0
Are all electrical cords and plugs in this room in good condition?,0
Are any hazardous materials stored in this room?,0
Do the occupants in this room abide by the rules?,0
Is there any emergency call system in this room?,0
Are there any fire exits from this room?,0
Can the occupants in this room enter or exit the room quickly and safely?,0
What kind of seating is in this room?,0
Are there any exits from this room in case of an emergency?,0
Is there a restroom nearby to this room?,0
Are there any telephones in this room?,0
Is there a projector in this room?,0
Does this room have a refrigerator or any other cooling agent?,0
Is there a smoke detector in this room?,0
Is there a whiteboard or chalkboard in this room?,0
Is the floor level in this room?,0
Is the room properly lit?,0
Is there a chair available in this room?,0
Does anyone in this room need any help or assistance?,0
What kind of people are in this room?,0
Is there a medical emergency in this room?,0
Are there any pets in this room?,0
Are the occupants in this room friends or family members?,0
Is this room secure and sound?,0
Is this room accessible to wheelchairs?,0
Does this room have a microphone or any other recording device?,0
Is this room well ventilated?,0
Is this room properly insulated?,0
Is there a kitchen in this room?,0
Is there a water cooler in this room?,0
Is there a coffee maker in this room?,0
Is there a vending machine in this room?,0
Is there a sink in this room?,0
Is there a kitchenette in this room?,0
Are there any trash cans in this room?,0
Are there any desks or tables in this room?,0
Is there a dining area in this room?,0
Are there any windows or doors that open in this room?,0
Is there artwork on the walls in this room?,0
Is there a telephone in this room?,0
Is there a balcony or deck in this room?,0
Is there a projector or other computer equipment in this room?,0
Is there a high-speed Internet connection in this room?,0
Is there a heater or air conditioner in this room?,0
Is there a lock on the door to this room?,0
Are the floors hardwood or carpeted in this room?,0
Is there a DVD player or video game system in this room?,0
Is there a clock or timer in this room?,0
Are there any books in this room?,0
Are there any security guards in this room?,0
Is there an alarm system in this room?,0
Are there any fire safety rules posted in this room?,0
Is there a medical facility or clinic in this room?,0
Are there any emergency exits in this room?,0
Does this room have a wash basin or shower?,0
Are there any locks on the doors in this room?,0
Is there an emergency first aid kit in this room?,0
Are the windows in this room locked or opened?,0
Is there a fire hydrant or fire extinguisher in this room?,0
Is there a nurse on duty in this room?,0
Is there an intercom system in this room?,0
Is there a television or radio in this room?,0
Does this room have a kitchenette and eating area?,0
Is there a vending machine or other snack area in this room?,0
Does this room have access to the outside world?,0
Does this room have access to a gym or exercise equipment?,0
Are there any noise-making items in this room?,0
Is there a piano or other musical items in this room?,0
Are there any special rules for using this room?,0
Are there any rules for occupying this room?,0
Are there any rules prohibiting smoking in this room?,0
Are the walls sound-proofed in this room?,0
Are any of the occupants in this room intoxicated or impaired?,0
Are the exits in this room clearly marked?,0
Is there anyone in this room with a special skill or knowledge?,0
Are the curtains open or closed in this room?,0
Is there a fire extinguisher or fire alarm in this room?,0
Are the windows covered or uncovered in this room?,0
Are the lights on or off in this room?,0
Is there an emergency phone or intercom in this room?,0
Is there a phone line in this room?,0
Is there an emergency phone number in this room?,0
Is there a fire hose or fire escape in this room?,0
